pax_load_factor,ssr_total,minimum_turn_minutes,carrier,transfer_to_checked_ratio,difficulty_class,predicted_difficulty,difficulty_score
0.6111111111111112,0,66,MAINLINE,0.5454545454545454,Easy,Easy,0.27051825980059363
1.2011173184357542,0,56,MAINLINE,0.7088607594936709,Easy,Medium,0.3193842927809227
1.06,0,29,EXPRESS,0.5333333333333333,Easy,Easy,0.2655923946266951
0.5542168674698795,0,51,MAINLINE,2.4,Easy,Difficult,0.4166429721847346
0.8571428571428571,0,34,EXPRESS,2.4,Easy,Medium,0.23246709083271203
0.16,0,29,EXPRESS,2.0,Difficult,Difficult,0.4400572447310798
1.02,0,29,EXPRESS,1.4,Difficult,Easy,0.30809652849339075
1.1578947368421053,0,34,EXPRESS,1.0952380952380953,Easy,Medium,0.23348641241092125
1.0,0,29,EXPRESS,2.1333333333333333,Easy,Easy,0.25514278732994927
0.34,0,29,EXPRESS,1.375,Easy,Easy,0.3387632799515293
1.0263157894736843,0,34,EXPRESS,0.6333333333333333,Difficult,Medium,0.22709279084830328
0.4,0,29,EXPRESS,1.4,Difficult,Difficult,0.42120289105732867
1.0263157894736843,0,42,EXPRESS,0.4444444444444444,Easy,Medium,0.22931456600268713
0.6714285714285714,0,34,EXPRESS,2.3333333333333335,Easy,Medium,0.2491078570750562
0.8289473684210527,0,34,EXPRESS,1.4666666666666666,Difficult,Medium,0.24859290887319413
1.34,0,29,EXPRESS,9.5,Easy,Medium,0.28846326860611754
0.9428571428571428,0,34,EXPRESS,1.1176470588235294,Easy,Medium,0.21689910907000595
0.36,0,29,EXPRESS,7.0,Easy,Easy,0.33456069955452145
0.98,0,29,EXPRESS,1.0,Medium,Easy,0.3052460571961841
0.9342105263157895,0,34,EXPRESS,1.9333333333333333,Medium,Medium,0.23945441381505433
1.0789473684210527,0,34,EXPRESS,1.75,Difficult,Medium,0.2590679940152777
1.0,0,29,EXPRESS,1.1818181818181819,Medium,Easy,0.29583078004112356
0.5307262569832403,0,56,MAINLINE,1.9375,Difficult,Difficult,0.5006232948531287
1.28,0,29,EXPRESS,1.5263157894736843,Easy,Easy,0.3295362238508327
0.626984126984127,0,43,MAINLINE,1.8666666666666667,Easy,Easy,0.29823853802609784
0.24,0,29,EXPRESS,1.2,Difficult,Easy,0.38799267004960014
0.98,0,29,EXPRESS,0.5517241379310345,Easy,Easy,0.26749837026701423
0.8026315789473685,0,34,EXPRESS,2.1538461538461537,Easy,Medium,0.23069822120517486
1.118421052631579,0,34,EXPRESS,5.0,Medium,Medium,0.28341316698504443
1.1899441340782122,0,56,MAINLINE,0.40625,Medium,Medium,0.31574656334322837
1.04,0,29,EXPRESS,4.8,Easy,Easy,0.24443844113399493
1.0394736842105263,0,34,EXPRESS,1.1153846153846154,Difficult,Medium,0.22522255209240247
1.0263157894736843,0,34,EXPRESS,0.4166666666666667,Medium,Medium,0.18599398476240384
0.38,0,29,EXPRESS,2.0,Easy,Easy,0.3562038146171186
0.56,0,29,EXPRESS,4.333333333333333,Difficult,Easy,0.393741953705389
1.2048192771084338,0,51,MAINLINE,0.45454545454545453,Difficult,Medium,0.31505814997538895
0.873015873015873,0,43,MAINLINE,1.0769230769230769,Difficult,Difficult,0.3429698873579056
1.02,0,29,EXPRESS,1.4545454545454546,Easy,Easy,0.2942023118554459
1.0571428571428572,0,34,EXPRESS,0.4,Difficult,Medium,0.2005259144917924
0.6710526315789473,0,70,EXPRESS,3.4285714285714284,Medium,Medium,0.27235810357757356
1.106145251396648,0,56,MAINLINE,0.6388888888888888,Medium,Medium,0.3271082382080952
1.1452513966480447,0,62,MAINLINE,0.3170731707317073,Difficult,Medium,0.31065121582344357
0.4036144578313253,0,60,MAINLINE,5.714285714285714,Easy,Easy,0.3574933315297814
1.0837988826815643,0,56,MAINLINE,0.47761194029850745,Easy,Medium,0.34234306402822606
1.1,0,46,MAINLINE,2.8333333333333335,Difficult,Medium,0.3494958933033846
1.013157894736842,0,34,EXPRESS,1.8125,Medium,Medium,0.24356212943915173
1.1,0,29,EXPRESS,6.0,Easy,Easy,0.24360061198575494
1.0,0,29,EXPRESS,2.5,Medium,Easy,0.2362761067232384
1.0,0,29,EXPRESS,5.5,Medium,Easy,0.24743209393695575
1.0060240963855422,0,51,MAINLINE,0.625,Medium,Medium,0.3143087782987169
1.0263157894736843,0,34,EXPRESS,8.25,Medium,Medium,0.3256198515688
1.0238095238095237,0,43,MAINLINE,7.25,Easy,Difficult,0.3918353688478432
0.94,0,29,EXPRESS,3.8181818181818183,Easy,Easy,0.2410059550687238
0.94,0,29,EXPRESS,0.0,Easy,Easy,0.21588651792671015
1.14,0,29,EXPRESS,2.4285714285714284,Easy,Easy,0.2450875822504022
1.32,0,29,EXPRESS,13.5,Difficult,Medium,0.29998567677824123
1.18,0,29,EXPRESS,1.2608695652173914,Difficult,Easy,0.3568471158676277
0.9605263157894737,0,34,EXPRESS,3.6,Easy,Medium,0.24930101906231408
0.32666666666666666,0,46,MAINLINE,0.07142857142857142,Easy,Easy,0.16896978910270619
1.108433734939759,0,51,MAINLINE,0.45454545454545453,Medium,Medium,0.32577560645206993
1.0,0,43,MAINLINE,0.14583333333333334,Difficult,Easy,0.23080528622613328
0.5333333333333333,0,46,MAINLINE,2.074074074074074,Difficult,Difficult,0.4332474519630392
1.0,0,29,EXPRESS,0.5,Medium,Easy,0.2626150285292898
0.746031746031746,0,43,MAINLINE,0.1111111111111111,Medium,Easy,0.2056860570610797
0.78,0,29,EXPRESS,0.0,Medium,Easy,0.3289220574396578
1.0391061452513966,0,119,MAINLINE,12.625,Difficult,Difficult,0.7151863534696614
0.96,0,29,EXPRESS,10.5,Medium,Easy,0.27038013086863283
1.1,0,29,EXPRESS,6.8,Easy,Easy,0.24554953093193044
1.1866666666666668,0,46,MAINLINE,0.47619047619047616,Medium,Medium,0.29700966151150143
1.0542168674698795,0,51,MAINLINE,0.6190476190476191,Difficult,Medium,0.32867664177333417
0.96,0,29,EXPRESS,1.25,Difficult,Easy,0.28358454622338264
0.98,0,29,EXPRESS,8.0,Easy,Easy,0.2618424191681983
1.108433734939759,0,51,MAINLINE,0.7619047619047619,Easy,Medium,0.3214702196847237
1.013157894736842,0,34,EXPRESS,2.6,Difficult,Medium,0.23461866897576902
0.9497206703910615,0,70,MAINLINE,0.18055555555555555,Medium,Easy,0.2595184451340299
1.16,0,29,EXPRESS,27.0,Medium,Medium,0.21123034180767172
1.1133333333333333,0,46,MAINLINE,0.4528301886792453,Easy,Medium,0.31588988478141405
1.0,0,29,EXPRESS,4.0,Medium,Easy,0.24068628104144973
1.1,0,29,EXPRESS,42.0,Easy,Easy,0.22570863930823595
0.96,0,29,EXPRESS,0.0,Easy,Easy,0.21634278651500846
0.4022346368715084,0,56,MAINLINE,6.0,Easy,Easy,0.4025251147226713
1.04,0,29,EXPRESS,3.625,Easy,Easy,0.23650744500116677
1.0,0,33,EXPRESS,0.0,Easy,Easy,0.21137845611548278
1.06,0,29,EXPRESS,3.25,Easy,Easy,0.23703774203403918
1.1507936507936507,0,43,MAINLINE,0.410958904109589,Difficult,Medium,0.3137908503931721
0.7266666666666667,0,46,MAINLINE,0.5294117647058824,Easy,Easy,0.24968743223917883
0.86,0,29,EXPRESS,4.0,Easy,Easy,0.2465463388559956
0.9285714285714286,0,43,MAINLINE,1.1851851851851851,Difficult,Difficult,0.35176480982975916
0.94,0,29,EXPRESS,4.5,Medium,Easy,0.25677955827751425
0.536144578313253,0,51,MAINLINE,0.45454545454545453,Easy,Easy,0.20144827469951349
1.22,0,29,EXPRESS,0.0,Difficult,Easy,0.26000774080615385
0.88,0,29,EXPRESS,7.75,Easy,Easy,0.2673670647114034
0.94,0,29,EXPRESS,7.5,Easy,Easy,0.2510126180936115
1.094972067039106,0,56,MAINLINE,0.1694915254237288,Medium,Medium,0.2702720307695627
0.94,0,29,EXPRESS,3.25,Easy,Easy,0.23753758761889765
1.089385474860335,0,56,MAINLINE,0.2702702702702703,Difficult,Medium,0.3283903938483382
1.4736842105263157,0,34,EXPRESS,0.03571428571428571,Easy,Easy,0.0772454114392465
0.9682539682539683,0,43,MAINLINE,0.0125,Difficult,Easy,0.2240095953706818
0.5133333333333333,0,52,MAINLINE,0.5833333333333334,Medium,Easy,0.21232929515103158
1.0555555555555556,4,66,MAINLINE,0.43157894736842106,Difficult,Difficult,0.43786766783248227
1.042857142857143,1,34,EXPRESS,5.333333333333333,Medium,Medium,0.28427621603752445
1.04,2,29,EXPRESS,5.25,Medium,Easy,0.26842918835507895
1.0394736842105263,1,39,EXPRESS,18.666666666666668,Easy,Medium,0.33626501700144434
0.78,3,62,MAINLINE,1.5757575757575757,Medium,Difficult,0.41545700112331885
1.075,5,62,MAINLINE,2.6530612244897958,Easy,Difficult,0.40885016404481356
1.0837988826815643,7,62,MAINLINE,0.16666666666666666,Medium,Medium,0.2650868014665945
0.9,2,29,EXPRESS,4.8,Easy,Easy,0.26223959596125707
1.007936507936508,4,43,MAINLINE,1.1025641025641026,Medium,Difficult,0.3695300697862088
0.9473684210526315,1,34,EXPRESS,8.6,Medium,Medium,0.3295957019113658
1.0542168674698795,3,51,MAINLINE,1.2916666666666667,Difficult,Difficult,0.37993662663110667
0.98,1,29,EXPRESS,14.0,Difficult,Easy,0.2697375425910667
0.9441340782122905,5,56,MAINLINE,0.7818181818181819,Difficult,Difficult,0.3739094599593154
0.6867469879518072,2,51,MAINLINE,1.05,Medium,Difficult,0.39642055057352316
1.1,2,29,EXPRESS,6.833333333333333,Medium,Easy,0.26911170631090076
1.118421052631579,2,34,EXPRESS,1.8181818181818181,Easy,Medium,0.2755396323743869
1.0240963855421688,4,51,MAINLINE,1.7222222222222223,Easy,Difficult,0.3896912217311656
1.2849162011173185,2,56,MAINLINE,0.5272727272727272,Medium,Medium,0.32231775584258576
1.144578313253012,4,51,MAINLINE,14.285714285714286,Difficult,Difficult,0.5909772408753132
1.0670391061452513,4,56,MAINLINE,1.3636363636363635,Easy,Difficult,0.39428453938167674
0.9,1,29,EXPRESS,3.25,Medium,Easy,0.2450999001722468
1.0,1,29,EXPRESS,2.6666666666666665,Difficult,Easy,0.24926870585261332
0.94,3,29,EXPRESS,1.3333333333333333,Medium,Easy,0.23551176224962564
1.0921052631578947,1,34,EXPRESS,3.4,Medium,Medium,0.27600460257506865
0.88,1,29,EXPRESS,0.9,Easy,Easy,0.27622363853372267
1.106145251396648,2,56,MAINLINE,0.8163265306122449,Difficult,Difficult,0.3772097573007276
1.0396825396825398,1,43,MAINLINE,1.12,Difficult,Medium,0.3521569409200784
0.96,2,29,EXPRESS,2.9,Medium,Easy,0.239487898920873
1.07,2,62,MAINLINE,1.0833333333333333,Medium,Difficult,0.38446471935022153
1.115,5,62,MAINLINE,0.5274725274725275,Medium,Medium,0.33222073566573235
1.1686746987951808,9,51,MAINLINE,0.676923076923077,Difficult,Difficult,0.4214647743582155
0.7936507936507936,1,51,MAINLINE,0.0,Easy,Easy,0.23545437588881615
1.0285714285714285,1,42,EXPRESS,1.173913043478261,Medium,Medium,0.27859249075644854
0.94,1,29,EXPRESS,1.0,Difficult,Easy,0.26740780952541116
0.96,2,46,MAINLINE,1.59375,Difficult,Difficult,0.39562749240020634
0.7590361445783133,6,51,MAINLINE,7.875,Medium,Difficult,0.46804728298047316
1.16,1,29,EXPRESS,9.0,Difficult,Easy,0.2571718062406107
0.84,2,29,EXPRESS,1.2142857142857142,Difficult,Easy,0.2875195710282676
1.18,3,29,EXPRESS,1.8125,Medium,Easy,0.2620123038783041
0.5133333333333333,5,46,MAINLINE,2.3076923076923075,Difficult,Difficult,0.5302863976459425
1.0571428571428572,2,34,EXPRESS,4.333333333333333,Easy,Medium,0.2794912750537609
0.6927374301675978,9,56,MAINLINE,6.888888888888889,Difficult,Difficult,0.571307618490107
1.0657894736842106,3,70,EXPRESS,1.05,Medium,Difficult,0.41252767738254104
1.0726495726495726,2,66,MAINLINE,1.48,Difficult,Difficult,0.5035423167460148
0.9666666666666667,5,46,MAINLINE,0.2625,Difficult,Medium,0.33821873212548115
1.1266666666666667,8,60,MAINLINE,0.1509433962264151,Medium,Medium,0.28014037048211743
1.2619047619047619,2,43,MAINLINE,0.5476190476190477,Easy,Medium,0.29954568727670455
1.2458100558659218,3,64,MAINLINE,0.15853658536585366,Medium,Medium,0.24885928508371719
1.118421052631579,1,34,EXPRESS,4.0,Difficult,Medium,0.29408313980984296
1.2285714285714286,4,34,EXPRESS,3.3333333333333335,Difficult,Difficult,0.39141181220373045
0.9,4,29,EXPRESS,0.7894736842105263,Medium,Easy,0.2076419093661918
1.0,1,29,EXPRESS,1.75,Easy,Easy,0.2513363335130661
1.0657894736842106,2,34,EXPRESS,0.78125,Easy,Medium,0.22912938032945693
1.2466666666666666,3,46,MAINLINE,3.736842105263158,Easy,Difficult,0.3823215668310155
0.881578947368421,1,42,EXPRESS,20.5,Easy,Difficult,0.35860828594516414
1.08,1,29,EXPRESS,1.5714285714285714,Difficult,Easy,0.3041308376228978
1.24,11,60,MAINLINE,0.39805825242718446,Difficult,Difficult,0.48711061906505365
1.1666666666666667,2,66,MAINLINE,0.9888888888888889,Difficult,Difficult,0.4822571956172631
1.1333333333333333,3,46,MAINLINE,1.4324324324324325,Easy,Medium,0.35433154754594165
1.04,2,29,EXPRESS,4.333333333333333,Easy,Easy,0.26159828141545544
1.0060240963855422,5,51,MAINLINE,8.333333333333334,Easy,Difficult,0.43281369699405386
1.18,4,29,EXPRESS,1.8888888888888888,Medium,Medium,0.2500141448717843
1.1566265060240963,3,51,MAINLINE,1.0,Difficult,Medium,0.3670998834228603
1.0555555555555556,2,66,MAINLINE,0.03896103896103896,Difficult,Easy,0.2915098076406042
1.14,2,29,EXPRESS,2.75,Medium,Easy,0.24730161755666633
1.16,2,29,EXPRESS,1.0,Difficult,Easy,0.29143602783583267
1.02,1,29,EXPRESS,1.0,Easy,Easy,0.27413847987607837
1.1666666666666667,1,43,MAINLINE,8.0,Medium,Difficult,0.4160842934396079
1.06,1,29,EXPRESS,2.2857142857142856,Medium,Easy,0.25223612105050186
1.0060240963855422,4,51,MAINLINE,13.0,Difficult,Difficult,0.5942427225233824
0.98,2,29,EXPRESS,17.0,Medium,Easy,0.2410124810931493
1.0952380952380953,5,43,MAINLINE,1.04,Medium,Difficult,0.3854414254267971
0.9523809523809523,3,43,MAINLINE,5.9411764705882355,Medium,Difficult,0.43643033350548127
1.0394736842105263,1,39,EXPRESS,10.857142857142858,Easy,Medium,0.3427648050738217
0.96,2,29,EXPRESS,11.5,Easy,Easy,0.29960937971765383
1.1710526315789473,1,39,EXPRESS,1.0476190476190477,Easy,Medium,0.24286387552276256
1.0555555555555556,4,43,MAINLINE,0.43243243243243246,Medium,Medium,0.3469549083641256
1.118421052631579,1,34,EXPRESS,6.222222222222222,Difficult,Medium,0.32084611635179416
1.22,1,29,EXPRESS,1.5294117647058822,Easy,Easy,0.2514869839900075
1.1229050279329609,1,56,MAINLINE,0.3181818181818182,Difficult,Medium,0.3094532357623805
1.0558659217877095,1,56,MAINLINE,0.8301886792452831,Difficult,Difficult,0.3767033904949528
0.98,1,29,EXPRESS,2.6923076923076925,Easy,Easy,0.25002259495348705
1.0,1,29,EXPRESS,2.142857142857143,Difficult,Easy,0.251328236749157
0.8947368421052632,1,34,EXPRESS,2.1333333333333333,Difficult,Medium,0.2475774106892779
1.1340782122905029,6,62,MAINLINE,0.14782608695652175,Difficult,Easy,0.3028267690039303
1.0,2,34,EXPRESS,2.357142857142857,Easy,Medium,0.24166281407775903
0.9879518072289156,3,51,MAINLINE,3.857142857142857,Difficult,Difficult,0.4108885519969083
1.06,1,29,EXPRESS,0.5238095238095238,Medium,Easy,0.25903611737605586
1.2,2,34,EXPRESS,1.875,Easy,Medium,0.2764347814252621
0.98,1,29,EXPRESS,2.6153846153846154,Easy,Easy,0.2438284785168207
1.0,1,29,EXPRESS,1.625,Easy,Easy,0.2513061663747173
1.1024096385542168,2,65,MAINLINE,0.3103448275862069,Easy,Medium,0.3401291115884788
1.16,3,29,EXPRESS,1.8,Difficult,Easy,0.2755581883097347
0.8,1,29,EXPRESS,1.375,Difficult,Difficult,0.45284870259639026
0.9868421052631579,1,34,EXPRESS,4.428571428571429,Easy,Medium,0.2736936670139776
1.26,2,62,MAINLINE,0.7058823529411765,Easy,Medium,0.31179135792677165
1.0714285714285714,2,34,EXPRESS,1.6,Easy,Medium,0.2559682220708466
0.9868421052631579,1,39,EXPRESS,7.5,Difficult,Medium,0.3312864583166008
1.04,9,29,EXPRESS,1.6363636363636365,Easy,Easy,0.2484605482331514
1.1904761904761905,3,43,MAINLINE,0.5,Medium,Medium,0.3091553239858773
1.4,2,29,EXPRESS,1.0,Easy,Easy,0.29566258632039705
1.1396648044692737,8,56,MAINLINE,0.6625,Medium,Medium,0.37350986931013946
1.2105263157894737,5,39,EXPRESS,2.8461538461538463,Easy,Medium,0.27672505690993304
1.0394736842105263,1,34,EXPRESS,8.0,Medium,Medium,0.3284316863634588
1.0481927710843373,4,51,MAINLINE,1.7457627118644068,Easy,Difficult,0.39377819503561684
1.2905027932960893,2,70,MAINLINE,0.3300970873786408,Easy,Easy,0.3019873640540392
1.1578947368421053,1,42,EXPRESS,0.8125,Medium,Medium,0.2577058859377355
1.0285714285714285,2,34,EXPRESS,2.0,Difficult,Medium,0.257325123256188
1.0555555555555556,4,43,MAINLINE,0.6666666666666666,Easy,Medium,0.33698878024604123
0.8491620111731844,1,56,MAINLINE,1.2,Difficult,Difficult,0.40459643308910115
1.008230452674897,6,95,MAINLINE,1.875,Difficult,Difficult,0.5785597424712265
1.1987951807228916,2,51,MAINLINE,3.869565217391304,Difficult,Difficult,0.3931463644732824
1.0502793296089385,6,56,MAINLINE,1.864864864864865,Difficult,Difficult,0.43553246245611055
0.8,1,29,EXPRESS,1.8461538461538463,Difficult,Difficult,0.4755642541108886
1.1825396825396826,4,43,MAINLINE,1.105263157894737,Difficult,Medium,0.3655971913472586
1.28,3,52,MAINLINE,5.4375,Easy,Difficult,0.3863566319264975
0.98,2,29,EXPRESS,2.25,Medium,Easy,0.24385651444908593
1.1578947368421053,2,34,EXPRESS,1.4705882352941178,Medium,Medium,0.26370911658860074
1.0837988826815643,5,62,MAINLINE,0.582089552238806,Easy,Medium,0.3341593263668539
1.118421052631579,2,34,EXPRESS,0.27906976744186046,Medium,Medium,0.16996349978702996
1.1867469879518073,4,51,MAINLINE,0.3698630136986301,Medium,Medium,0.34102915883907275
1.04,1,29,EXPRESS,2.5625,Easy,Easy,0.246705310169638
1.0657894736842106,2,42,EXPRESS,1.5454545454545454,Easy,Medium,0.30735243369118187
1.0,1,39,EXPRESS,1.2941176470588236,Medium,Medium,0.26838948944401403
1.1710526315789473,1,34,EXPRESS,3.3333333333333335,Medium,Medium,0.2787656112544465
1.0533333333333332,4,46,MAINLINE,3.625,Medium,Difficult,0.38749134035807226
1.2,2,29,EXPRESS,1.5555555555555556,Easy,Easy,0.2522458189438277
0.7,1,29,EXPRESS,0.7058823529411765,Difficult,Easy,0.3926900272463891
1.0,1,34,EXPRESS,0.17857142857142858,Medium,Medium,0.17141967700681687
1.0317460317460319,6,43,MAINLINE,1.1333333333333333,Medium,Difficult,0.4447511193776695
1.492063492063492,3,43,MAINLINE,0.2608695652173913,Easy,Medium,0.22805967818892217
1.195,1,62,MAINLINE,0.26732673267326734,Medium,Medium,0.2708194854712597
1.1843575418994414,5,56,MAINLINE,0.41379310344827586,Medium,Medium,0.358538001839889
0.9342105263157895,1,42,EXPRESS,1.9444444444444444,Difficult,Medium,0.3467346502684489
1.2777777777777777,2,43,MAINLINE,1.173913043478261,Difficult,Medium,0.3474777808277155
0.9,2,29,EXPRESS,0.8,Easy,Easy,0.2464361395742054
0.9342105263157895,3,34,EXPRESS,1.588235294117647,Medium,Medium,0.22461073578393878
0.40789473684210525,1,34,EXPRESS,4.333333333333333,Difficult,Difficult,0.6371700184009748
1.1842105263157894,3,34,EXPRESS,1.1904761904761905,Medium,Medium,0.23672531303791303
0.7486033519553073,1,56,MAINLINE,15.8,Difficult,Difficult,0.5320318269271163
1.0733333333333333,2,46,MAINLINE,2.5652173913043477,Medium,Difficult,0.38433721581439734
0.74,2,29,EXPRESS,1.2142857142857142,Easy,Easy,0.34541619643304594
1.0526315789473684,2,39,EXPRESS,4.166666666666667,Difficult,Medium,0.3159496421444567
1.1578947368421053,3,42,EXPRESS,0.4230769230769231,Medium,Medium,0.21053662482245053
1.04,2,29,EXPRESS,0.8333333333333334,Easy,Easy,0.24652902177612096
1.0921052631578947,1,34,EXPRESS,0.5952380952380952,Difficult,Medium,0.24021998857464338
0.86,1,29,EXPRESS,0.35714285714285715,Difficult,Easy,0.2769598800232836
1.105,2,62,MAINLINE,0.4222222222222222,Easy,Medium,0.32973362011565
0.9457831325301205,3,51,MAINLINE,0.5434782608695652,Easy,Difficult,0.3424918687612914
1.02,2,29,EXPRESS,0.6818181818181818,Difficult,Easy,0.2655790654462116
0.98,1,29,EXPRESS,1.5263157894736843,Difficult,Easy,0.2640146073793625
1.368421052631579,2,34,EXPRESS,2.05,Easy,Difficult,0.48729246006054144
0.76,1,29,EXPRESS,0.9473684210526315,Easy,Easy,0.35472719943635816
0.82,1,29,EXPRESS,1.6842105263157894,Medium,Easy,0.24785108065488595
0.94,2,29,EXPRESS,2.0,Easy,Easy,0.23912696240855597
0.626984126984127,2,43,MAINLINE,2.4,Easy,Difficult,0.38681615920383633
0.8968253968253969,2,43,MAINLINE,2.5,Difficult,Difficult,0.415232670686235
0.5,2,29,EXPRESS,12.0,Easy,Easy,0.3733047536506299
0.7777777777777778,5,43,MAINLINE,1.9285714285714286,Difficult,Difficult,0.41382439831465634
1.34,1,29,EXPRESS,0.39285714285714285,Difficult,Easy,0.3344384573323672
0.9,1,29,EXPRESS,3.6666666666666665,Easy,Easy,0.24484494480256838
1.131578947368421,4,34,EXPRESS,1.6666666666666667,Difficult,Medium,0.2982763455882405
1.089385474860335,2,56,MAINLINE,2.388888888888889,Difficult,Difficult,0.40717432339363246
0.8176100628930818,12,155,MAINLINE,3.0,Difficult,Difficult,0.4024166754277177
1.1578947368421053,1,34,EXPRESS,8.909090909090908,Difficult,Difficult,0.3608225739882939
1.0789473684210527,1,34,EXPRESS,2.8666666666666667,Difficult,Medium,0.26024288142458846
1.283132530120482,2,51,MAINLINE,0.6825396825396826,Medium,Medium,0.31217311375934137
0.72,2,29,EXPRESS,1.0833333333333333,Difficult,Difficult,0.39092649082940956
0.94,3,29,EXPRESS,2.2142857142857144,Medium,Easy,0.22862797044973907
0.9441340782122905,2,56,MAINLINE,5.2,Difficult,Difficult,0.4772200096580577
1.1955307262569832,8,56,MAINLINE,3.2333333333333334,Difficult,Difficult,0.45732507832677965
0.5602409638554217,4,65,MAINLINE,0.92,Difficult,Difficult,0.5562738799164116
1.0421686746987953,4,51,MAINLINE,18.0,Difficult,Difficult,0.6310409247372566
1.123931623931624,1,66,MAINLINE,0.5789473684210527,Medium,Difficult,0.3995998446019693
1.0614525139664805,6,56,MAINLINE,0.2671232876712329,Difficult,Medium,0.34820114165642146
1.1,3,29,EXPRESS,7.4,Easy,Medium,0.24376960673920314
1.1787709497206704,2,56,MAINLINE,0.9,Difficult,Medium,0.3526870744471426
0.9,1,29,EXPRESS,27.0,Difficult,Easy,0.2664398956430657
0.785,4,62,MAINLINE,4.125,Easy,Difficult,0.4228997617469206
1.106145251396648,4,56,MAINLINE,0.5428571428571428,Medium,Medium,0.3598549507442341
0.8650793650793651,1,43,MAINLINE,1.1333333333333333,Medium,Difficult,0.3613432177083563
0.8855421686746988,2,51,MAINLINE,7.2,Medium,Difficult,0.4722799169534026
0.6872427983539094,6,150,MAINLINE,0.7045454545454546,Easy,Easy,0.29094463556039957
1.0843373493975903,3,51,MAINLINE,0.4838709677419355,Difficult,Medium,0.34811271192066257
0.6983240223463687,1,56,MAINLINE,1.3157894736842106,Medium,Difficult,0.3969017761143132
1.0793650793650793,3,43,MAINLINE,0.9090909090909091,Medium,Medium,0.36084673761850555
0.96,3,29,EXPRESS,7.0,Easy,Medium,0.23158825541582478
0.8809523809523809,1,43,MAINLINE,1.1071428571428572,Easy,Difficult,0.36270013134786366
1.1284916201117319,2,56,MAINLINE,0.25274725274725274,Medium,Medium,0.31243567444892795
1.08,1,37,EXPRESS,5.0,Easy,Medium,0.2546673237310944
1.1973684210526316,1,34,EXPRESS,1.3571428571428572,Difficult,Medium,0.26202105993246366
0.9605263157894737,3,34,EXPRESS,2.8461538461538463,Medium,Medium,0.23040180740139007
1.0714285714285714,2,43,MAINLINE,2.7142857142857144,Difficult,Difficult,0.3871450527469009
1.0476190476190477,2,51,MAINLINE,0.7045454545454546,Difficult,Medium,0.33684611213595167
0.9571428571428572,2,34,EXPRESS,0.7,Easy,Medium,0.22843919932584972
0.6842105263157895,2,34,EXPRESS,24.0,Difficult,Difficult,0.41689146020834295
1.02,1,29,EXPRESS,2.6153846153846154,Easy,Easy,0.24515246388117182
0.9761904761904762,7,43,MAINLINE,0.21621621621621623,Difficult,Difficult,0.3752983570685917
0.96,2,29,EXPRESS,14.5,Difficult,Easy,0.2856090461218692
0.96,2,29,EXPRESS,32.0,Easy,Easy,0.22356462875829275
1.0502793296089385,1,56,MAINLINE,0.3448275862068966,Difficult,Medium,0.31639598856852524
1.1142857142857143,1,34,EXPRESS,0.6818181818181818,Difficult,Medium,0.24377051132059957
1.0614525139664805,1,119,MAINLINE,2.25,Medium,Difficult,0.6469233162227286
1.0060240963855422,5,51,MAINLINE,1.5666666666666667,Medium,Difficult,0.39420233327274357
0.94,2,29,EXPRESS,2.0714285714285716,Easy,Easy,0.24260985840265878
1.0113636363636365,4,122,MAINLINE,0.9722222222222222,Medium,Difficult,0.5618747854062976
0.9580838323353293,3,145,MAINLINE,0.921875,Difficult,Difficult,0.6223477650177506
1.18,3,46,MAINLINE,6.9,Difficult,Difficult,0.43489147151306423
1.1927710843373494,7,51,MAINLINE,1.2941176470588236,Easy,Difficult,0.46182466318915155
1.2409638554216869,3,51,MAINLINE,0.4936708860759494,Difficult,Medium,0.3322556679379067
0.8,2,46,MAINLINE,5.363636363636363,Medium,Difficult,0.4395677555158067
1.335195530726257,1,70,MAINLINE,0.009433962264150943,Difficult,Medium,0.22839056760633142
0.8266666666666667,3,46,MAINLINE,2.8125,Easy,Difficult,0.40892206621428495
1.125748502994012,5,145,MAINLINE,1.3484848484848484,Difficult,Difficult,0.6562319790328369
1.1133333333333333,2,46,MAINLINE,1.96875,Easy,Difficult,0.3734661008257532
1.0279329608938548,1,56,MAINLINE,0.32608695652173914,Easy,Medium,0.30968645677520956
1.08,3,29,EXPRESS,2.0,Difficult,Easy,0.26734187121032243
1.06,1,46,MAINLINE,1.35,Medium,Medium,0.35561072397895804
0.7777777777777778,1,43,MAINLINE,3.857142857142857,Easy,Difficult,0.3983166575426696
1.1265060240963856,3,51,MAINLINE,1.7073170731707317,Medium,Difficult,0.3799718054928083
0.5873015873015873,3,43,MAINLINE,1.7692307692307692,Easy,Difficult,0.41477291023482354
1.255,4,62,MAINLINE,1.4390243902439024,Easy,Difficult,0.3789950227132101
1.0,3,65,MAINLINE,1.255813953488372,Easy,Difficult,0.48271948426184974
1.229050279329609,2,62,MAINLINE,0.23376623376623376,Medium,Medium,0.26373823962473364
1.144578313253012,3,51,MAINLINE,0.48333333333333334,Easy,Medium,0.3339367953266948
1.05,6,68,MAINLINE,0.2711864406779661,Medium,Medium,0.30619631743500947
1.0391061452513966,5,56,MAINLINE,0.7254901960784313,Easy,Medium,0.35072331732986783
1.0614525139664805,3,56,MAINLINE,1.8148148148148149,Easy,Difficult,0.3926637227139721
